"STN
Code",Name of Monitoring Location,State Name,"Temperature
⁰C",pH,Conductivity (μmhos/cm),BOD (mg/L),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L),Arsenic (mg/L)
2454,"WELL AT VILLAGE ATHAL, DADRA","DAMAN AND DIU,
DADRA AND NAGAR HAVELI",28.6,7.3,603,1.0,0.33,2,7,391,0.9,0.010
2451,"WELL AT VILLAGE DABHEL, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",29.1,7.1,1324,1.0,1.78,2,8,823,0.4,0.010
2450,"WELL AT VILLAGE DUNETHA, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.3,7.3,809,1.0,2.00,2,7,495,0.6,0.010
2457,"WELL AT VILLAGE GALONDA, DADRA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.3,7.3,409,1.0,1.10,2,6,322,0.6,0.010
2452,"WELL AT VILLAGE KACHIGAM, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",29.3,7.4,457,1.0,3.63,11,25,303,0.2,0.010
2453,"WELL AT VILLAGE KHANVEL, DADRA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",29.4,6.9,495,1.0,2.48,10,12,337,0.4,0.010
2456,"WELL AT VILLAGE PIPERIA, DADRA","DAMAN AND DIU,
DADRA AND NAGAR HAVELI",27.7,7.2,2880,1.0,5.96,2,4,1931,0.8,0.010
2449,"WELL AT VILLAGE RINGANWADA, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28.8,7.7,2195,1.0,1.89,2,8,1385,0.4,0.010
2458,"WELL AT VILLAGE, DADRA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.6,7.3,3320,1.0,2.70,2,10,2295,0.3,0.010
3477,"WELL AT ALIPUR, DELHI",DELHI,-,7.4,-,-,0.30,-,-,669,-,-
3479,"WELL AT AURBINDO MARG,
DELHI",DELHI,-,7.5,-,-,0.48,-,-,675,-,-
3480,"WELL AT BAWANA, DELHI",DELHI,-,7.1,-,-,0.76,-,-,461,-,-
3483,"WELL AT BURARI, DELHI",DELHI,-,7.4,-,-,0.30,-,-,346,-,-
3485,"WELL AT DEFENCE COLONY,
DELHI",DELHI,-,6.7,-,-,0.47,-,-,288,-,-
3488,"WELL AT DILSHAD GARDEN,
DELHI",DELHI,-,7.2,-,-,0.30,-,-,559,-,-
3489,"WELL AT DWARKA, DELHI",DELHI,-,6.7,-,-,0.30,-,-,577,-,-
3490,"WELL AT FATEH PUR BERI, DELHI",DELHI,-,7.3,-,-,0.76,-,-,590,-,-
3492,"WELL AT GAJIPUR, DELHI",DELHI,-,7.0,-,-,0.40,-,-,679,-,-
3493,"WELL AT GANDHI NAGAR, DELHI",DELHI,-,6.9,-,-,0.30,-,-,496,-,-
3494,"WELL AT HAIDERPUR, DELHI",DELHI,-,7.0,-,-,0.30,-,-,383,-,-
3496,"WELL AT ISBT, DELHI",DELHI,-,7.2,-,-,0.86,-,-,375,-,-
3498,"WELL AT KALKA JI, DELHI",DELHI,-,6.9,-,-,0.57,-,-,441,-,-
3500,"WELL AT KAMLA NAGAR, DELHI",DELHI,-,7.2,-,-,0.50,-,-,536,-,-
3503,"WELL AT KAROL BAGH, DELHI",DELHI,-,6.9,-,-,0.30,-,-,358,-,-
3514,"WELL AT MATIALA, DELHI",DELHI,-,6.9,-,-,0.36,-,-,807,-,-
3515,"WELL AT MAYA PURI, DELHI",DELHI,-,7.3,-,-,0.50,-,-,698,-,-
3516,"WELL AT MAYUR VIHAR, DELHI",DELHI,-,7.3,-,-,0.30,-,-,480,-,-
3517,"WELL AT NAJAFGARH, DELHI",DELHI,-,7.0,-,-,0.69,-,-,768,-,-
3518,"WELL AT NARAINA INDL AREA, DELHI",DELHI,-,6.9,-,-,0.56,-,-,450,-,-
3520,"WELL AT OKHLA, DELHI",DELHI,-,7.3,-,-,1.01,-,-,838,-,-
3523,"WELL AT PARIVESH BHAWAN,
DELHI",DELHI,-,7.2,2562,-,1.90,2,2,1540,0.4,0.001
3524,"WELL AT PASCHIM VIHAR, DELHI",DELHI,-,7.1,-,-,0.30,-,-,1080,-,-
3525,"WELL AT PATEL NAGAR, DELHI",DELHI,-,7.0,-,-,0.30,-,-,394,-,-
3526,"WELL AT PATPAR GANJ, DELHI",DELHI,-,7.3,-,-,0.30,-,-,1115,-,-
3527,"WELL AT PATPARGANJ INDL
AREA, DELHI",DELHI,-,7.4,-,-,1.50,-,-,1110,-,-
3528,"WELL AT PEERAGARHI, DELHI",DELHI,-,7.1,-,-,0.30,-,-,1970,-,-
3529,"WELL AT PILANJI, DELHI",DELHI,-,7.7,-,-,0.34,-,-,312,-,-
3530,"WELL AT PRIYA ENCLAVE, DELHI",DELHI,-,7.0,-,-,0.30,-,-,485,-,-
3531,"WELL AT QUTAB GARH, DELHI",DELHI,-,7.5,-,-,0.57,-,-,2850,-,-
3532,"WELL AT RAJENDER NAGAR,
DELHI",DELHI,-,7.0,-,-,1.03,-,-,-,-,-
3533,"WELL AT RAJPURA ROAD, DELHI",DELHI,-,7.2,-,-,0.36,-,-,397,-,-
3535,"WELL AT ROHINI, DELHI",DELHI,-,7.3,-,-,1.50,-,-,367,-,-
3536,"WELL AT SAKET, DELHI",DELHI,-,7.4,-,-,0.30,-,-,500,-,-
3537,"WELL AT SHAHDARA, DELHI",DELHI,-,6.3,-,-,0.68,-,-,337,-,-
3538,"WELL AT SINGHU BORDER, DELHI",DELHI,-,7.3,-,-,0.99,-,-,1930,-,-
3539,"WELL AT SINGOLA, DELHI",DELHI,-,7.4,-,-,0.53,-,-,896,-,-
3540,"WELL AT SULTANPURI, DELHI",DELHI,-,6.9,-,-,0.49,-,-,689,-,-
3541,"WELL AT TIKRI KALAN , DELHI",DELHI,-,7.1,-,-,0.87,-,-,2870,-,-
3542,"WELL AT TILAK NAGAR, DELHI",DELHI,-,7.2,-,-,0.36,-,-,642,-,-
3543,"WELL AT TRILOKPURI, DELHI",DELHI,-,7.0,-,-,0.30,-,-,540,-,-
3544,"WELL AT UJWAH, DELHI",DELHI,-,7.1,-,-,0.98,-,-,361,-,-
3545,"WELL AT VASANT KUNJ, DELHI",DELHI,-,7.7,-,-,0.41,-,-,311,-,-
3546,WELL AT VASANT VIHAR,DELHI,-,7.2,-,-,0.30,-,-,409,-,-
3534,"WELL NEAR GURUDWARA SHRI
RAKABGANJ SAHIB, DELHI",DELHI,-,6.8,-,-,0.30,-,-,730,-,-
3194,"BORE WELL AT BETHORA
INDUSTRIAL ESTATE",GOA,29.0,7.1,118,1.8,0.50,2,2,77,0.2,0.001
3195,"BORE WELL AT MADKAIM
INDUSTRIAL ESTATE",GOA,28.0,7.9,101,1.9,0.50,2,2,64,0.2,0.001
2281,WELL AT CORLIM INDL. ESTATE,GOA,29.0,5.0,91,1.2,0.30,2,2,54,0.2,0.001
2280,"WELL AT KUDAI INDL. ESTATE(M/S CADILA
HEALTHCARE LIMITED)",GOA,28.0,5.6,122,4.2,0.30,2,2,77,0.2,0.001
2282,"WELL AT PILERNE INDUSTRIAL
ESTATE(M/S UNICHEM )",GOA,28.0,6.9,314,1.7,0.30,2,5,163,0.4,0.001
2278,"WELL AT SANCOALE
INDL.ESTATE",GOA,29.0,7.1,258,2.0,0.30,2,2,144,0.4,0.001
2277,"WELL AT VERNA INDI.ESTATE.(M/S CIPLA
LIMITED)",GOA,30.0,6.3,378,1.0,2.50,2,2,234,0.2,0.001
1967,"ATUL, VILLAGE G.W, (VALSAD)",GUJARAT,27.0,7.7,3326,1.0,0.40,2,2,1680,0.5,0.001
2089,"B/W NEAR INDL. AREA BORASARA & NAVAPURA, DIST.
SURAT.",GUJARAT,31.0,8.4,3348,2.3,0.30,2,2,2036,0.7,0.001
4414,"B/W OF DISASTER PREVENTION AND MANAGEMANT CENTER(DPMC) GIDE, ANKLE
SHWAR FOR (MINARS)",GUJARAT,29.0,8.3,1332,1.0,0.30,2,2,814,0.6,-
4413,"B/W OF JASHWANTBHAI PARMAR, S. NO. 18 AT: VILLAGE
KALAMSAR, TA KHAMBHAT",GUJARAT,30.0,8.7,1265,1.0,1.77,2,2,810,0.7,0.001
2095,"BORE WELL AT STP MADHAPAR,
DIST. RAJKOT.",GUJARAT,28.0,7.2,1206,1.4,1.10,-,-,1032,0.2,0.004
4416,BORE WELL AT VORAGAMDI,GUJARAT,33.0,8.6,3101,1.0,0.30,2,2,2014,1.0,0.002
2083,BORE WELL OF CHHATRAL GIDC.,GUJARAT,29.0,8.2,2324,1.0,1.50,2,2,1390,1.0,0.001
4422,"BORE WELL OF ITI COLLAGE OPP, M/S PALIWAL MILK AT MOTA SONELA, MODASA ROAD, TAL,
LUNAVADA, DIST. MAHISAGAR",GUJARAT,29.0,8.3,940,1.0,0.35,2,2,610,1.0,0.001
2091,"BORE WELL OF NAVSARI GIDC
INDUSTRIES ASSOCIATION OFFICE.",GUJARAT,33.0,8.3,2399,2.6,0.40,2,2,1462,0.5,0.001
2084,"BORE WELL OF PALSANA
VILLAGE.",GUJARAT,30.0,8.5,1405,2.1,0.80,2,2,856,0.4,0.001
2098,"BORE WELL OF PIRANA TERMINAL PUMPING STATION, PIRANA, NR. V. N. BRIDGE,
AHMEDABAD.",GUJARAT,28.0,7.9,3180,1.0,0.90,2,2,1816,1.3,0.001
2088,BORE WELL OF SACHIN GIDC.,GUJARAT,31.0,7.8,8704,2.8,0.60,2,2,5308,0.8,0.001
2085,BORE WELL OF SANTEJ VILLAGE.,GUJARAT,29.0,7.1,2164,1.0,0.50,2,2,1276,0.7,0.001
2097,"BORE WELL OF SOMESHWAR RICE MILL, NR. BAVLA ECO PROJECT, (CETP ), VILL. BAVLA,
DIST. AHMEDABAD.",GUJARAT,32.0,8.5,5910,1.0,0.60,2,2,3232,0.9,0.001
2096,"BORE WELL, SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD. (CETP ), VILL.
BAVLA, DIST. AHMEDABAD.",GUJARAT,32.0,8.2,6041,1.0,0.30,2,2,3242,0.5,0.001
3245,"BOREWELL AT DHANGADHRA
NEAR DHANGADHRA CHEMICALS",GUJARAT,33.0,7.4,2519,1.4,1.58,2,2,2168,0.3,0.005
3210,"BOREWELL AT PIRAMAL GLASS,
VILLAGE TARSADI AT KOSAMBA INDUSTRIAL AREA, SURAT",GUJARAT,30.0,7.9,3868,2.7,0.70,2,2,2358,0.7,0.001
3211,"BOREWELL AT PRIMARY HEALTH
CENTER, KADODARA, SURAT",GUJARAT,30.0,8.3,2096,2.0,0.40,2,2,1278,0.5,0.001
1970,"BOREWELL D/S TSDF SITE, GIDC
INDUSTRIAL AREA, VAPI",GUJARAT,27.0,8.0,3288,1.0,0.70,2,2,1632,0.5,0.001
3223,"BOREWELL KADI INDUSTRIAL
AREA",GUJARAT,30.0,8.1,2330,1.0,0.30,2,2,1484,0.8,0.001
3212,"BOREWELL NEAR CENTER OF
EXCELLENCE BUILDING, GIDC, VATVA, AHMEDABAD",GUJARAT,30.0,8.5,2307,1.0,0.34,2,2,1276,0.9,0.001
3214,"BOREWELL NEAR GIDC ODHAV
INDUSTRIAL ASSOCIATION",GUJARAT,30.0,8.3,2418,1.0,0.39,2,2,1448,0.8,0.001
,"BUILDING, GIDC, ODHAV,
AHMEDABAD",,,,,,,,,,,
3215,"BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR,
NAROL, AHMEDABAD",GUJARAT,28.0,8.2,3895,1.0,1.20,2,2,2362,2.0,-
3244,"BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTURE LIMITED,
ANKLESHWAR, BHARUCH",GUJARAT,29.0,7.3,3384,1.9,0.30,2,2,2196,0.6,-
3216,"BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVICES
CO. OP.LTD, VATVA, AHMEDABAD",GUJARAT,30.0,8.2,2855,1.3,0.38,2,2,1486,0.9,0.001
3217,"BOREWELL NEAR TSDF SITE OF
NARODA ENVIRO PROJECT.LTD, ODHAVE, AHMEDABAD",GUJARAT,30.0,8.5,2474,1.0,0.91,2,2,1346,1.0,0.001
3234,"BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIMITED, NADESARI, VADODARA",GUJARAT,30.0,8.5,11165,2.5,1.32,2,2,7530,1.6,0.001
3240,"BOREWELL OF AJI GIDC, RAJKOT",GUJARAT,27.0,7.4,1526,1.4,1.30,-,-,1088,0.3,0.002
3209,"BOREWELL OF GAYATRI PRAGNA
SCHOOL, BHADARWAD ROAD, BAZAR FALIA, SARIGAM, VALSAD",GUJARAT,29.0,7.7,994,1.0,0.40,2,2,496,0.2,0.001
3235,"BOREWELL OF GIDC KALOL, B/H
GIDC OFFICE, GIDC, KALOL, GANDHINAGAR",GUJARAT,29.0,7.7,2091,1.0,0.30,2,2,1140,0.8,0.001
3238,BOREWELL OF GIDC KANSARI,GUJARAT,30.0,8.1,5249,1.0,0.30,2,2,3410,0.9,0.002
3246,"BOREWELL OF GIDC OFFICE,
SHANKAR TEKRI, UDHYOGNAGAR, JAMNANGAR",GUJARAT,27.0,7.6,3415,1.1,0.33,2,2,2580,0.3,0.001
3232,"BOREWELL OF GIDC, ANTALIA WATER SUPPLY, BILLIMORA,
GANDEVI",GUJARAT,33.0,8.4,2398,2.7,0.50,2,2,1462,0.5,0.001
3207,"BOREWELL OF GIDC, JHAGADIA",GUJARAT,29.0,7.8,2193,1.0,0.50,2,2,1342,0.8,-
3230,"BOREWELL OF GIDC, JUNAGADH",GUJARAT,30.0,7.8,3840,1.4,1.58,2,2,2716,0.8,0.003
3222,"BOREWELL OF GIDC, PANOLI",GUJARAT,30.0,7.4,5238,1.0,0.30,2,2,3312,1.4,-
3239,"BOREWELL OF GIDC, SOJITRA",GUJARAT,30.0,8.1,3146,1.0,0.47,2,2,2086,1.0,0.001
3220,"BOREWELL OF GIDC-NADIAD AT
GIDC OFFICE, GIDC NADIAD, KHEDA",GUJARAT,33.0,8.0,3283,1.0,2.02,2,2,1756,0.9,0.001
3233,"BOREWELL OF KALIAWADI GRID
ROAD, NAVSARI",GUJARAT,31.0,8.2,2530,2.8,0.30,2,2,1538,0.6,0.001
3237,"BOREWELL OF L & T LTD., PLOT NO. 144/146, SARKHEJ-BAVLA
ROAD, SANAND, AHMEDABAD",GUJARAT,32.0,8.1,4367,1.0,0.70,2,2,2388,0.8,0.001
3236,"BOREWELL OF M/S ALFA ECA (I) LTD., UNIT-1, SR.NO. 249, UMA IND. ESTATE, VASNA , IYAVA,
SANAND, AHMEDABAD",GUJARAT,29.0,7.9,2028,1.0,1.30,2,2,1240,0.9,0.001
4411,"BOREWELL OF MR. HITENDRABHAI LAKHMANBHAI KER SHIV SAI PARK, NEW SMASHAN ROAD,
GANDHINAGAR",GUJARAT,26.0,7.9,3740,1.2,0.30,2,2,1448,0.2,0.001
4412,"BOREWELL OF SHRI KANKESHWAR MAHADEV MANDIR, OPP. MSW DUMPSITE,
VIBHAPAR",GUJARAT,26.0,7.4,8115,1.0,0.30,2,2,3580,0.2,0.001
3247,"BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD., PLOT NO. 3059, ROAD NO.6, NR. MAHAVIR CIRCLE, PHASE-III,
GIDC, DARED, JAMNAGAR",GUJARAT,26.0,7.9,2631,1.1,0.33,2,2,1414,0.2,0.001
3221,"BOREWELL OF TOWN RAJPIPLA,
DIST.NARMADA",GUJARAT,29.0,7.6,853,1.0,0.30,2,2,550,0.4,-
3213,"BOREWELL, CETP-NARODA,
GIDC, NARODA-AHMEDABAD",GUJARAT,28.0,8.4,2536,1.0,0.81,2,2,1374,0.9,0.001
3224,DEESA BOREWELL,GUJARAT,30.0,7.9,1128,1.0,1.40,2,2,622,1.0,0.001
3229,"GIDC, DAHOD, DAHOD",GUJARAT,29.0,8.3,1888,1.0,0.60,2,2,1198,1.2,0.001
3228,"GIDC, HALOL, PANCHMAHAL",GUJARAT,29.0,8.5,3100,1.0,0.60,2,2,1520,1.4,0.001
1954,GROUND WATER AT BHUJ,GUJARAT,30.0,7.7,3180,1.7,0.31,2,2,2420,0.7,-
1960,GROUND WATER AT DAHOD,GUJARAT,29.0,8.3,1356,1.0,0.70,2,2,680,1.6,0.001
1961,GROUND WATER AT GODHARA,GUJARAT,29.0,8.4,1240,1.0,0.93,2,2,850,1.0,0.001
1958,"GROUND WATER AT
HIMATNAGAR",GUJARAT,26.0,7.8,1114,1.0,0.92,2,2,616,0.5,0.001
1953,GROUND WATER AT JAMNAGAR,GUJARAT,26.0,7.1,1789,1.0,0.31,2,2,860,0.3,0.001
1950,GROUND WATER AT JUNAGADH,GUJARAT,29.0,7.4,1153,1.4,1.19,2,2,796,0.2,0.003
1956,GROUND WATER AT MEHASANA,GUJARAT,29.0,8.1,3267,1.0,0.83,2,2,1736,0.7,0.001
1959,GROUND WATER AT NADIAD,GUJARAT,33.0,8.4,1868,1.0,1.86,2,2,1460,1.3,0.001
1955,GROUND WATER AT PALANPUR,GUJARAT,32.0,7.6,1559,1.0,2.20,2,2,1070,0.9,0.001
1951,GROUND WATER AT RAJKOT,GUJARAT,28.0,7.3,786,1.5,1.10,2,2,620,0.2,0.004
1957,"GROUND WATER AT SIDDHPUR
(DIST.PATAN)",GUJARAT,28.0,7.9,1743,1.0,2.40,2,2,942,1.0,0.001
1952,"GROUND WATER AT
SURENDRANAGAR",GUJARAT,30.0,7.6,3518,1.6,1.20,-,-,3016,0.2,0.005
3208,"JILLA PANCHAYAT SCHOOL, NEAR GRAM PANCHAYAT KATA FALIA, VILLAGE NAMDHA,
VALSAD",GUJARAT,27.0,7.5,676,1.0,0.40,2,2,402,0.3,0.001
1965,"MORA-HAJIRA (INDUSTRIAL),
HAJIRA",GUJARAT,30.0,8.4,1439,2.1,0.50,2,2,804,0.7,0.001
1964,PANDESARA (INDSTRIAL) SURAT,GUJARAT,31.0,7.9,3494,2.9,0.90,2,2,2132,0.7,0.001
3226,PATAN BOREWELL,GUJARAT,29.0,8.0,1832,1.0,0.38,2,2,1012,1.0,0.001
1969,"SARIGAM VILLAGE (D/S OF
INDUSTRIALAREA), VAPI",GUJARAT,29.0,7.7,1025,1.0,0.38,2,2,608,0.5,0.001
1962,VADODARA (INDUSTRIAL- NANDESARI),GUJARAT,30.0,8.3,5248,3.1,0.90,2,2,3410,1.1,0.001
1968,"VAPI INDUSTRIAL AREA IN D/S,
VAPI",GUJARAT,27.0,8.0,882,1.0,0.40,2,2,442,0.3,0.001
3227,VIJAPUR (RANASAN) BOREWELL,GUJARAT,30.0,8.2,1775,1.0,0.31,2,2,862,0.7,0.001
3225,VISNAGAR BOREWELL,GUJARAT,29.0,8.5,1801,1.0,0.30,2,2,958,0.9,-
3,WELL AT AHMEDABAD,GUJARAT,33.0,8.5,2704,1.0,0.40,2,2,1648,0.4,0.001
2094,"WELL AT ANKLESHWAR INDUSTRIAL AREA (BORE WELL OF M/S INDUSTRIAL CARBON AT
ANKLESHWAR- RAJPIPLA ROAD.",GUJARAT,29.0,7.3,7630,1.0,0.30,2,2,4930,0.6,-
6,WELL AT BARODA,GUJARAT,30.0,8.5,1442,1.0,0.30,2,2,910,1.0,0.002
2090,WELL AT OLPAD.,GUJARAT,30.0,7.8,14110,2.9,0.60,2,2,8606,0.6,0.001
2093,"WELL OF BARDOLI AT REST
HOUSE.",GUJARAT,30.0,8.1,2039,2.0,0.70,2,2,1242,0.2,0.001
3219,"WELL OF IDAR, NAGAR PALIKA,
SAKARIA, IDAR",GUJARAT,26.0,8.1,1515,1.0,0.90,2,2,910,0.9,0.001
3218,"WELL OF MODASA, NAGAR PALIKA, VARIGRUH, MODASA",GUJARAT,26.0,8.0,1323,1.0,1.00,2,2,734,0.8,0.001
4832,"BOREWELL IN THE PREMISES OF
CETP, MURTHAL, SONEPAT",HARYANA,5.2,7.4,4330,5.0,5.60,3200,8400,2360,2.1,-
4833,"BOREWELL IN THE PREMISES OF
DCRUST, MURTHAL, SONEPAT",HARYANA,-,8.3,973,1.4,0.30,-,20,530,2.0,-
4844,"BOREWELL NEAR POSCO COMPANY, SECTOR - 14, PHASE - II, VILLAGE PATHUHERA, HSIIDC,
IMT, BAWAL",HARYANA,33.1,7.4,1590,-,-,160,2100,748,-,-
4843,"GEPIL, VILLAGE PALI, MOHABATABAD CRUSHER ZONE,
FARIDABAD",HARYANA,23.0,7.3,1140,1.0,-,2,2,630,0.2,-
4828,GROUND WATER AT JHAJJAR,HARYANA,-,7.8,796,4.5,1.00,490,3500,478,0.3,0.001
4830,"HANDPUMP NEAR JLN CANAL
NEAR TILYAR LAKE AT ROHTAK",HARYANA,-,8.2,990,1.0,-,-,-,592,-,-
4829,"HANP PUMP NEAR WATER WORKS OF PHED, DELHI- ROHTAK ROAD, SAMPLA, DIST.
ROHTAK",HARYANA,-,8.1,1510,1.0,-,-,-,896,-,-
4856,"TUBEWELL AT ASSAM OIL
PETROL PUMP, NEAR ROHTAK ROAD BYPASS, PANIPAT",HARYANA,-,8.5,1156,1.5,0.30,-,30,328,0.7,-
4852,"TUBEWELL AT FAUJI DHABA, GT
KARNAL ROAD, PANIPAT",HARYANA,-,8.3,1788,1.0,0.30,-,20,978,-,-
4841,"TUBEWELL AT GARHI, HODAL ,
PALWAL",HARYANA,-,7.2,4510,1.0,0.30,-,-,2480,0.7,-
4840,"TUBEWELL AT HATHIN, PLAWAL",HARYANA,-,7.7,5740,1.0,0.30,-,-,3160,1.2,-
4839,"TUBEWELL AT PRITHLA, PALWAL",HARYANA,-,7.5,4190,1.0,0.30,-,-,2310,0.8,-
4854,"TUBEWELL NEAR 20 MLD STP, VILLAGE JATTAL ROAD, PANIPAT",HARYANA,-,8.3,1160,1.0,0.30,-,10,630,0.7,-
4853,"TUBEWELL NEAR 25 MLD STP,
SEWAH, PANIPAT",HARYANA,-,8.1,1655,1.2,0.30,-,20,904,0.7,-
4855,"TUBEWELL NEAR 5 MLD STP,
SAMALKHA, PANIPAT",HARYANA,-,8.3,1291,1.4,0.30,-,20,710,0.7,-
4842,"TUBEWELL NEAR POLICE
STATION",HARYANA,-,7.7,2750,1.0,-,2,2,1510,0.6,-
4836,"TUBEWELL NO. 1, NEAR
UPSTREAM GHAGGAR RIVER, VILLAGE CHIALI",HARYANA,-,7.8,982,-,-,-,-,587,-,-
4837,"TUBEWELL NO. 2, NEAR GURUDWARA, VILLAGE BHATIA",HARYANA,-,8.0,1240,-,-,-,-,750,-,-
4434,BOREWELL OF DIC UNA AT IA JEETPUR BEHRI,HIMACHAL PRADESH,23.0,7.5,417,1.0,0.53,2,33,276,0.2,-
1877,"GROUND WATER AT BADDI
INDUSTRIAL AREA","HIMACHAL
PRADESH",28.0,8.1,632,1.0,-,2,2,348,0.2,0.001
1559,"GROUND WATER AT
BAROTIWALA","HIMACHAL
PRADESH",24.0,8.1,591,1.0,-,2,2,324,-,0.001
1878,"GROUND WATER AT
BAROTIWALA INDUSTRIAL AREA","HIMACHAL
PRADESH",25.0,8.1,599,1.0,-,2,2,315,0.2,0.001
1561,GROUND WATER AT DAMTAL,"HIMACHAL
PRADESH",19.0,7.3,714,1.0,0.30,-,-,466,0.2,-
1873,"GROUND WATER AT
DHARAMSHALA KANGRA D/S OF MSW DUMPING SITE",HIMACHAL PRADESH,18.0,7.4,370,1.0,0.59,-,-,254,0.2,-
1880,"GROUND WATER AT KALA AMB
INDUSTRIAL AREA","HIMACHAL
PRADESH",-,7.7,724,1.0,2.10,2,2,441,0.7,0.001
1882,"GROUND WATER AT MEHATPUR
INDUSTRIAL AREA","HIMACHAL
PRADESH",23.5,7.3,661,1.0,0.45,2,33,441,0.2,-
1560,GROUND WATER AT NALAGARH,HIMACHAL PRADESH,23.0,8.2,981,1.0,-,2,2,512,-,0.001
1879,"GROUND WATER AT NALAGARH
INDUSTRIAL AREA","HIMACHAL
PRADESH",24.0,7.9,660,1.0,-,2,2,342,-,0.001
1881,GROUND WATER AT PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,24.0,7.9,593,1.0,0.51,2,2,362,0.2,-
1876,GROUND WATER AT PARWANOO INDUSTRIAL AREA,HIMACHAL PRADESH,18.0,7.9,682,1.0,-,2,2,388,0.2,0.001
1872,"GROUND WATER AT SHIMLA D/S
OF MSW DUMPING SITE","HIMACHAL
PRADESH",14.0,7.8,7259,90.0,6.90,1600,1600,437,0.9,0.010
1874,"GROUND WATER AT SOLAN-D/S
OF MSW DUMPING SITE SALOGRA",HIMACHAL PRADESH,19.0,8.4,783,1.0,-,2,2,272,0.2,0.001
1883,"GROUND WATER AT UNA
INDUSTRIAL AREA","HIMACHAL
PRADESH",27.0,7.6,642,1.0,0.47,2,25,422,0.2,-
4483,"GROUND WATER SUPPLY
SCHEME (MC UNA)","HIMACHAL
PRADESH",26.0,7.5,513,1.0,0.34,2,31,359,0.2,-
2632,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,20.0,7.6,806,1.0,3.80,2,2,556,0.2,-
2641,HAND PUMP AT CHAMBA TOWN,"HIMACHAL
PRADESH",14.0,7.4,682,1.0,0.30,-,-,421,0.2,-
2639,"HAND PUMP AT CHAMUNDA
DEVI TEMPLE/ TOWN","HIMACHAL
PRADESH",18.0,8.0,223,1.0,0.47,-,-,144,0.2,-
2638,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,22.0,7.4,362,1.0,0.34,2,31,226,0.2,-
2630,"HAND PUMP AT HAMIRPUR
TOWN","HIMACHAL
PRADESH",-,7.8,532,1.0,0.30,-,-,341,0.2,-
2637,"HAND PUMP AT JWALAJI
TEMPLE","HIMACHAL
PRADESH",19.0,7.2,614,1.0,0.30,2,2,423,0.2,-
2646,HAND PUMP AT KALA AMB,"HIMACHAL
PRADESH",-,6.9,580,1.0,2.20,2,2,354,0.8,-
2648,HAND PUMP AT KEYLONG,"HIMACHAL
PRADESH",9.0,7.7,305,1.0,0.30,2,2,216,0.5,-
2629,HAND PUMP AT MANDI TOWN,"HIMACHAL
PRADESH",24.0,8.0,504,1.0,0.70,2,2,336,0.2,-
2631,HAND PUMP AT NADAUN TOWN,"HIMACHAL
PRADESH",-,7.7,511,1.0,0.30,2,17,321,0.2,-
2645,HAND PUMP AT NAHAN,HIMACHAL PRADESH,-,7.3,779,1.0,2.10,2,2,476,1.0,-
2635,HAND PUMP AT RAMPUR,"HIMACHAL
PRADESH",-,7.8,2391,1.0,1.00,-,-,120,0.3,0.010
2640,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,-,7.9,391,1.0,0.99,-,-,252,0.2,-
2628,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,21.0,7.3,342,1.0,0.52,2,2,232,0.2,-
2647,HAND PUMP AT TAHLIWAL IA,"HIMACHAL
PRADESH",25.0,7.7,539,1.0,0.30,2,26,361,0.2,-
4456,"HANDPUMP AT VILLAGE MUGIA
NEAR SHIV TEMPLE","HIMACHAL
PRADESH",15.0,7.1,422,1.0,0.34,-,-,278,0.2,-
4478,"INFTING WATER SUPLY SCHEME SAMSHI, NEAR SABJI MANDI BHUNTAR, TEHSIL KULLU, DISTT
KULLU",HIMACHAL PRADESH,18.0,7.6,270,1.0,1.70,49,170,178,0.2,-
4467,"LIFT WATER SUPPLY SCHEME FOR DHARAMSHALA TOWN, NEAR HOTEL DHAULADHAR
HEIGHTS DARI, DHARAMSHALA",HIMACHAL PRADESH,16.0,7.4,526,1.0,0.50,2,27,352,0.2,-
4468,"WATER SUPPLY SCHEME DARI, MELA GROUND DARI,
DHARAMSHALA",HIMACHAL PRADESH,15.0,7.0,212,1.0,0.30,2,31,135,0.2,-
